rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
250,C00910653,CHC BOLD PAC,105,2808.0,fec,in_master_no_party,N,,CHC BOLD PAC,65.62,DEM,false,false,high,CHC BOLD PAC is the fundraising arm of the Congressional Hispanic Caucus and describes itself as a Democratic PAC backing Hispanic Democratic candidates,https://ballotpedia.org/CHC_Bold_PAC,ideological_pac,carried-forward:committee_overrides_corrected:connected_org,yes
251,TOM MONTEFINISE FOR STATE SENATE,,104,19615.0,nyboe,in_master_no_party,,,,65.69,REP,false,false,high,Tom Montefinise of Garden City is the Republican candidate for New York State Senate in the 6th district,https://www.spreaker.com/episode/tom-montefinise-state-senate-6th-district-candidate-republican--62583046,candidate,web-research-v2-pass2-2026-08-10,yes
252,"AHMED, MOUMITA",,104,8089.0,nyccfb,not_in_fec_master,,,,65.75,DEM,false,false,high,Moumita Ahmed is a progressive Democrat who ran in the Democratic primary for New York City Council District 24 in Queens,,candidate,web-research-v2-2026-08-10,yes
253,GREEN PARTY OF NASSAU COUNTY,,104,2557.0,nyboe,in_master_no_party,,,,65.82,,false,false,high,Minor-party committee (Independence Libertarian Green Reform SAM or Forward) which does not fold to either major party under the project convention,,other,carried-forward:committees_tagged:name,yes
254,C00492140,AB PAC,104,267001.0,fec,in_master_no_party,O,,NONE,65.89,DEM,false,false,high,AB PAC is American Bridge 21st Century the Democratic opposition research super PAC whose FEC filing lists treasurer Rodell Mollineau at the group's Washington headquarters,https://www.fec.gov/data/committee/C00492140/,ideological_pac,web-research-v2-pass2-2026-08-10,yes
255,FRIENDS OF YAN,,104,46340.0,nyboe,in_master_no_party,,,,65.96,,false,false,low,Committee gives only the name Yan and no candidate could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
256,C00736967,SENATE GEORGIA BATTLEGROUND FUND,104,185250.0,fec,in_master_no_party,N,,,66.03,REP,false,false,high,Joint fundraising committee for Republican senators Kelly Loeffler and David Perdue in the Georgia runoffs,https://www.fec.gov/data/committee/C00736967/,joint_fundraising,web-research-v2-pass2-2026-08-10,yes
257,FRIENDS OF JUDGE KNOBEL,,103,19619.76,nyboe,in_master_no_party,,,,66.09,,false,false,medium,Re-election committee of a sitting judge and Nassau and Suffolk judicial seats are routinely cross-endorsed by both major parties so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
258,FRIENDS OF GAITLEY,,103,26044.0,nyboe,in_master_no_party,,,,66.16,,false,false,low,Committee gives only the name Gaitley and no candidate could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
259,COMMITTEE TO RE-ELECT JUDGE ANDREA PHOENIX,,102,10443.32,nyboe,in_master_no_party,,,,66.23,,false,false,medium,Andrea Phoenix is a sitting judge and Long Island judicial seats are routinely cross-endorsed by both major parties so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
260,ALI FOR LEGISLATURE,,102,42074.0,nyboe,in_master_no_party,,,,66.3,,false,false,low,No county legislature candidate named Ali could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
261,FRIENDS OF URSULA BABINO,,101,11540.0,nyboe,in_master_no_party,,,,66.36,,false,false,low,No candidate named Ursula Babino could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
262,C00103549,PARSONS CORPORATION,101,1900.0,fec,in_master_no_party,Q,C,PARSONS CORPORATION,66.43,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
263,C00042002,REYNOLDS AMERICAN INC.,100,1823.0,fec,in_master_no_party,Q,C,REYNOLDS AMERICAN INC.,66.5,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
264,C00345793,RELX INC.,100,2348.0,fec,in_master_no_party,Q,C,RELX INC.,66.56,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
265,FRIENDS OF ANDREW A. MONTELEONE,,100,27525.0,nyboe,in_master_no_party,,,,66.63,REP,false,false,high,Andrew Monteleone sits on the Oyster Bay Town Board and ran on the Republican and Conservative lines,https://politicsny.com/2025/08/13/oyster-bay-town-council-member-andrew-monteleone/,candidate,web-research-v2-pass2-2026-08-10,yes
266,C00359539,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,100,59913.0,fec,in_master_no_party,Q,T,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,66.69,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
267,"LOUIS, FARAH",,100,17020.0,nyccfb,not_in_fec_master,,,,66.76,DEM,false,false,high,Farah Louis is the Democratic New York City Council member for District 45 in Brooklyn,,candidate,web-research-v2-2026-08-10,yes
268,C00404178,NIXON PEABODY LLP PAC,100,14622.0,fec,in_master_no_party,Q,,NONE,66.82,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:resolved-fec-name,yes
269,SIMPSON FOR SUFFOLK,,99,21207.6,nyboe,in_master_no_party,,,,66.89,DEM,false,false,high,Carla Simpson is the Suffolk County Democratic Committee candidate for Suffolk County Legislature District 10,https://suffolkcountydems.com/candidate/carla-simpson,candidate,web-research-v2-pass2-2026-08-10,yes
270,FRIENDS OF ALEXIS PACE,,99,11080.0,nyboe,in_master_no_party,,,,66.95,,false,false,low,Alexis Pace is an Elmont community advocate whose office and party line could not be verified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
271,HENRY FOR NEW YORK,,99,60238.8,nyboe,in_master_no_party,,,,67.02,,false,false,low,Could not determine which candidate named Henry this committee belongs to so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
272,NEW YORK STATE PSYCHIATRIC POLITICAL ACTION COMMITTEE INC,,99,15250.0,nyboe,in_master_no_party,,,,67.08,,false,true,high,PAC of the New York State Psychiatric Association which is a physician professional association that gives to both parties,,trade_assoc_pac,carried-forward:committees_tagged:name,yes
273,PFIZER INC PAC,,99,3784.05,nyboe,in_master_no_party,,,,67.15,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
274,CAMPAIGN 2023,,98,67300.51,nyboe,in_master_no_party,,,,67.21,,false,false,low,Generic New York State committee name with no identifiable candidate or sponsor so no side is assigned,,other,web-research-v2-pass2-2026-08-10,yes
275,HILL FOR NASSAU,,97,17814.26,nyboe,in_master_no_party,,,,67.28,REP,false,false,high,Moshe Hill ran for Nassau County Legislature District 5 on the Republican and Conservative lines,https://www.longislandpress.com/2025/10/23/election-guide-2025-nassau-county-legislature-distmoshe-hill-for-legislator/,candidate,web-research-v2-pass2-2026-08-10,yes
276,FRIENDS OF TRACEY A. JOHNSON,,97,15885.5,nyboe,in_master_no_party,,,,67.34,,false,false,low,Tracey Johnson serves on the Long Beach City Council but her ballot line could not be verified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
277,KNIGHT FOR NASSAU,,97,16488.67,nyboe,in_master_no_party,,,,67.4,REP,false,false,high,Kayla Knight ran for Nassau County Legislature District 15 on the Republican and Conservative lines,https://politicsny.com/2025/10/23/election-guide-2025-nassau-county-legislator-candidate-district-15-kayla-knight-rep-con/,candidate,web-research-v2-pass2-2026-08-10,yes
278,"LEVINE, MARK",,97,29345.0,nyccfb,not_in_fec_master,,,,67.47,DEM,false,false,high,Mark Levine is the Democratic Manhattan Borough President and 2025 Democratic nominee for Comptroller,,candidate,web-research-v2-2026-08-10,yes
279,FRIENDS OF JILL LEVINE,,96,10750.0,nyboe,in_master_no_party,,,,67.53,DEM,false,false,high,Jill Levine ran on the Democratic line for Nassau County Legislature District 19 covering Merrick and Bellmore,https://patch.com/new-york/merrick/nassau-legislature-candidates-meet-jill-levine,candidate,web-research-v2-pass2-2026-08-10,yes
280,COMMITTEE TO ELECT VICTORIA GUMBS MOORE,,96,13370.0,nyboe,in_master_no_party,,,,67.59,,false,false,low,Victoria Gumbs Moore is a Suffolk County judicial candidate and Long Island judgeships are commonly cross-endorsed so the ballot line could not be established,,candidate,carried-forward:committees_tagged:name,yes
281,NICOLE FOR NEW YORK CITY,,96,27019.17,nyboe,in_master_no_party,,,,67.66,REP,false,false,medium,Committee of Nicole Malliotakis who was the Republican nominee for New York City mayor and whose federal committee uses the parallel name Nicole for New York,https://www.fec.gov/data/committee/C00694778/,candidate,web-research-v2-pass2-2026-08-10,yes
282,"ULRICH, ERIC A",,95,20850.0,nyccfb,not_in_fec_master,,,,67.72,REP,false,false,high,Eric Ulrich is a Republican who represented District 32 in Queens on the New York City Council,,candidate,web-research-v2-2026-08-10,yes
283,NELSON AND POPE POLITICAL ACTION COMMITTEE,,95,201429.55,nyboe,in_master_no_party,,,,67.78,,false,true,high,Nelson & Pope is a Melville based Long Island civil engineering and land surveying firm and this is its firm PAC which funds local incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
284,FRIENDS OF AMANDA FIELD,,94,11667.74,nyboe,in_master_no_party,,,,67.84,DEM,false,false,high,Amanda Field was the Democratic candidate for New York State Assembly District 15 in 2022,https://ballotpedia.org/Amanda_Field,candidate,web-research-v2-pass2-2026-08-10,yes
285,CARA FOR ASSEMBLY,,94,20380.0,nyboe,in_master_no_party,,,,67.91,REP,false,false,high,Cara Castronuova ran for New York State Assembly District 22 on the Republican and Conservative lines,https://ballotpedia.org/Cara_Castronuova,candidate,web-research-v2-pass2-2026-08-10,yes
286,C00239780,PHILIPS NORTH AMERICA LLC,93,3620.0,fec,in_master_no_party,Q,C,PHILIPS NORTH AMERICA LLC,67.97,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
287,FRIENDS OF BARBARA WILSON,,93,17497.0,nyboe,in_master_no_party,,,,68.03,,false,false,low,No candidate named Barbara Wilson could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
288,"MALLIOTAKIS, NICOLE",,92,20069.17,nyccfb,not_in_fec_master,,,,68.09,REP,false,false,high,Nicole Malliotakis was the Republican nominee for Mayor of New York City in 2017,,candidate,web-research-v2-2026-08-10,yes
289,FRIENDS OF CHARLENE JACKSON,,92,5167.3,nyboe,in_master_no_party,,,,68.15,REP,false,false,high,Charlene Jackson ran for Nassau County Legislature District 1 on the Republican and Conservative lines,https://www.longislandpress.com/2025/10/23/election-guide-2025-nassau-county-legislator-candidate-district/,candidate,web-research-v2-pass2-2026-08-10,yes
290,C00343137,AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,91,42650.0,fec,in_master_no_party,Q,M,AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,68.21,,false,true,high,PAC of the American Association of Orthopaedic Surgeons a physicians trade association that funds incumbents of both parties,,trade_assoc_pac,web-research-v2-2026-08-10,yes
291,"BRANNAN, JUSTIN",,91,28316.0,nyccfb,not_in_fec_master,,,,68.27,DEM,false,false,high,Justin Brannan is the Democratic New York City Council member for District 47 in Brooklyn,,candidate,web-research-v2-2026-08-10,yes
292,"JOSEPH, RITA C",,91,12686.0,nyccfb,not_in_fec_master,,,,68.33,DEM,false,false,high,Rita Joseph is the Democratic New York City Council member for District 40 in Brooklyn,,candidate,web-research-v2-2026-08-10,yes
293,C00160770,WALGREEN CO,90,3675.0,fec,in_master_no_party,Q,C,WALGREEN CO,68.39,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
294,FRIENDS OF BRIAN HUGHES,,90,20178.6,nyboe,in_master_no_party,,,,68.45,,false,false,medium,Brian Hughes ran for Southold Town Justice and Suffolk judicial seats are routinely cross-endorsed by both major parties so no side is assigned,https://patch.com/new-york/northfork/candidate-profile-brian-hughes-southold-town-justice,candidate,web-research-v2-pass2-2026-08-10,yes
295,HEMPSTEAD NOW,,90,25970.0,nyboe,in_master_no_party,,,,68.51,,false,false,low,Hempstead-area committee with no identifiable candidate or party sponsor so no side is assigned,,other,web-research-v2-pass2-2026-08-10,yes
296,C00402800,PROGRESSIVE VOTE AKA PROGRESSIVE DEMOCRATS OF AMERICA,90,1134.0,fec,in_master_no_party,V,,,68.57,DEM,false,false,high,Federal PAC of Progressive Democrats of America which supports progressive Democratic candidates,https://www.fec.gov/data/committee/C00402800/,ideological_pac,web-research-v2-2026-08-10,yes
297,C00005249,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,90,18263.0,fec,in_master_no_party,Q,T,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,68.63,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
298,FRIENDS OF RJ RENNA,,89,21514.98,nyboe,in_master_no_party,,,,68.68,REP,false,false,high,RJ Renna ran for Suffolk County Legislature District 14 on the Republican and Conservative lines,https://suffolkcountyny.gov/Departments/BOE/2025-General-Candidate-List,candidate,web-research-v2-pass2-2026-08-10,yes
299,FRIENDS OF DAVE WEBER,,89,17583.81,nyboe,not_in_fec_master,,,,68.74,,false,false,low,No candidate named Dave Weber could be identified so no side is assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
300,C00064766,UNITED PARCEL SERVICE INC.,89,5790.0,fec,in_master_no_party,Q,C,UNITED PARCEL SERVICE INC.,68.8,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
301,C00366070,FAA MANAGERS ASSOCIATION INC. PAC,89,18330.0,fec,in_master_no_party,Q,,,68.86,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:resolved-fec-name,yes
302,C00716704,PROTECT AND SERVE PAC,89,2510.0,fec,in_master_no_party,V,,NONE,68.92,,false,false,low,Federal hybrid PAC with a law enforcement themed name whose FEC filing lists no connected organization or party so no side is assigned,https://www.fec.gov/data/committee/C00716704/,other,web-research-v2-pass2-2026-08-10,yes
