rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
3499,JANICE CHEN FOR CIVIL COURT,5,1542.61,nyboe,not_in_fec_master,,,,96.76,,false,false,medium,Janice Chen sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3500,JEFFRIES MAJORITY FUND,5,22400.0,fec,in_master_no_party,N,,NONE,96.77,DEM,false,false,high,Joint fundraising committee for Hakeem Jeffries the Democratic House leader from Brooklyn,,joint_fundraising,false,web-research-2026-08-09,yes
3501,AMERICAN PSYCHIATRIC ASSOCIATION POLITICAL ACTION COMMITTEE,5,2200.0,fec,in_master_no_party,Q,T,AMERICAN PSYCHIATRIC ASSOCIATION,96.77,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,false,rule-engine-2026-08-09 (fec:org_tp=trade_assoc),yes
3502,FRIENDS OF JAMS - FRIENDS OF JOHN ALEXANDER MATTHEW SAKELOS,5,610.0,nyboe,not_in_fec_master,,,,96.77,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3503,LONG BEACH DEMOCRATS 2007,5,1725.0,nyboe,not_in_fec_master,,,,96.77,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
3504,SANCHEZ FOR COUNCIL,5,245.0,nyboe,not_in_fec_master,,,,96.78,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3505,SANCHEZ FOR ASSEMBLY 02,5,855.0,nyboe,not_in_fec_master,,,,96.78,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3506,SARA M. GONZALEZ 2017,5,3600.0,nyboe,not_in_fec_master,,,,96.78,DEM,false,false,medium,Sara M. Gonzalez is a Democratic former New York City Council member from Sunset Park Brooklyn,,candidate,false,web-research-2026-08-09,yes
3507,TIM O'NEILL FOR SHERIFF,5,390.0,nyboe,not_in_fec_master,,,,96.78,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3508,ANDREW GOUNARDES FOR STATE SENATE,5,2875.0,nyboe,not_in_fec_master,,,,96.78,DEM,false,false,high,Andrew Gounardes is the Democratic New York State Senator for southern Brooklyn,,candidate,false,web-research-2026-08-09,yes
3509,ANDERSON FOR SURROGATE,5,2700.0,nyboe,not_in_fec_master,,,,96.79,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3510,THE KARBEN COMMITTEE,5,700.0,nyboe,not_in_fec_master,,,,96.79,DEM,false,false,medium,Ryan Karben was a Democratic New York State Assemblymember from Rockland County,,candidate,false,web-research-2026-08-09,yes
3511,LOLA FOR CIVIL COURT JUDGE,5,1250.0,nyboe,not_in_fec_master,,,,96.79,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3512,LEW M. SIMON 2013,5,575.0,nyboe,not_in_fec_master,,,,96.79,DEM,false,false,medium,Lew M. Simon is a longtime Democratic district leader in the Rockaways Queens,,candidate,false,web-research-2026-08-09,yes
3513,GALLEGO VICTORY FUND,5,6250.0,fec,in_master_no_party,N,,NONE,96.79,DEM,false,false,high,Joint fundraising committee for Ruben Gallego the Democratic United States Senator from Arizona,,joint_fundraising,false,web-research-2026-08-09,yes
3514,FRIENDS OF JYOTI ANAND,5,1860.0,nyboe,not_in_fec_master,,,,96.8,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3515,FRIENDS OF FRANCISCO MOYA,5,1350.0,nyboe,not_in_fec_master,,,,96.8,DEM,false,false,high,Francisco Moya is a Democratic New York City Council member and former Assemblymember from Queens,,candidate,false,web-research-2026-08-09,yes
3516,FRIENDS OF MELINDA FOR COUNTY COURT,5,505.0,nyboe,not_in_fec_master,,,,96.8,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3517,LOVAS FOR LONG BEACH,5,500.0,nyboe,not_in_fec_master,,,,96.8,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3518,VOTE COATES 13,5,1800.0,nyboe,not_in_fec_master,,,,96.81,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3519,BROOKLYN BRIDGEBUILDERS,5,3400.0,nyboe,not_in_fec_master,,,,96.81,,false,false,low,Brooklyn political club whose sponsor and party affiliation could not be confirmed,,other,false,web-research-2026-08-09,yes
3520,FRIENDS OF MATT SLATER,5,900.0,nyboe,not_in_fec_master,,,,96.81,REP,false,false,high,Matt Slater is the Republican New York State Assemblymember for the 94th district and former Yorktown Town Supervisor,,candidate,false,web-research-2026-08-09,yes
3521,FRIENDS OF DAVID I LEVINE,5,800.0,nyboe,not_in_fec_master,,,,96.81,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3522,SANJEEV JINDAL FOR NYS,5,1650.0,nyboe,not_in_fec_master,,,,96.81,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3523,FRIENDS OF JANINE MATERNA,5,495.0,nyboe,not_in_fec_master,,,,96.82,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3524,LESLIE STROTH FOR CIVIL COURT,5,450.0,nyboe,not_in_fec_master,,,,96.82,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3525,BRADY FOR WORKING FAMILIES,5,495.0,nyboe,not_in_fec_master,,,,96.82,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
3526,COMMITTEE TO ELECT PAMELA P. FYNES,5,1950.0,nyboe,not_in_fec_master,,,,96.82,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3527,MANCHIN LEADERSHIP FUND,5,17600.0,fec,in_master_no_party,N,,NONE,96.82,DEM,false,false,medium,Leadership PAC tied to Joe Manchin who served as a Democratic United States Senator from West Virginia through the years this fund raised money,,leadership_pac,false,web-research-2026-08-09,yes
3528,EMBLEMHEALTH NEW YORK PAC,5,5250.0,nyboe,not_in_fec_master,,,,96.83,,false,true,high,Corporate PAC of the EmblemHealth insurance company which gives to New York incumbents of both parties,,corporate_pac,false,web-research-2026-08-09,yes
3529,ELI FOR NY,5,118.37,nyboe,not_in_fec_master,,,,96.83,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3530,VINCENT FOR NEW YORK,5,800.0,nyboe,not_in_fec_master,,,,96.83,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3531,FRIENDS OF DANIELLE BROWNE,5,1150.0,nyboe,not_in_fec_master,,,,96.83,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3532,FRIENDS OF DANIEL ATONNA,5,73.0,nyboe,not_in_fec_master,,,,96.84,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3533,SABRINA KRAUS FOR SUPREME COURT,5,914.07,nyboe,not_in_fec_master,,,,96.84,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3534,KORNFELD FOR HUNTINGTON,5,800.0,nyboe,not_in_fec_master,,,,96.84,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3535,BRONX DEMOCRATIC COUNTY COMMITTEE - HOUSEKEEPING,5,8500.0,nyboe,not_in_fec_master,,,,96.84,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
3536,FRIENDS OF MARYANN WOWAK HEILBRUNN,5,650.0,nyboe,not_in_fec_master,,,,96.84,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3537,FRIENDS OF DAVID STOROBIN,5,6050.0,nyboe,not_in_fec_master,,,,96.85,REP,false,false,medium,David Storobin won a Brooklyn New York State Senate seat as a Republican and has run on Republican lines since,,candidate,false,web-research-2026-08-09,yes
3538,BRIAN KAVANAGH FOR SENATE,5,2750.0,nyboe,not_in_fec_master,,,,96.85,DEM,false,false,high,Brian Kavanagh is the Democratic New York State Senator for lower Manhattan and Brooklyn,,candidate,false,web-research-2026-08-09,yes
3539,BUSH FOR PRESIDENT INC,5,3500.0,fec,not_in_fec_master,,,,96.85,REP,false,false,high,Presidential campaign committee of a Bush who ran as a Republican,,candidate,false,web-research-2026-08-09,yes
3540,LEAVITT FOR OUR COMMUNITIES,5,1125.0,nyboe,not_in_fec_master,,,,96.85,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3541,LEAGUE OF CONSERVATION VOTERS ACTION FUND,5,5204.0,fec,in_master_no_party,Q,M,"LEAGUE OF CONSERVATION VOTERS, INC",96.85,DEM,false,false,medium,League of Conservation Voters political fund whose endorsements and independent spending go almost entirely to Democrats,,ideological_pac,false,web-research-2026-08-09,yes
3542,ELEC-PAC,5,1940.0,nyboe,not_in_fec_master,,,,96.86,,false,false,low,Acronym PAC whose sponsoring organization could not be identified so no party or sector is assigned,,other,false,web-research-2026-08-09,yes
3543,KUMAR FOR NASSAU,5,2525.0,nyboe,not_in_fec_master,,,,96.86,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3544,COMMITTEE TO RE-ELECT ED TOWNS,5,1700.0,fec,not_in_fec_master,,,,96.86,DEM,false,false,high,Edolphus Towns was the Democratic United States Representative for central Brooklyn,,candidate,false,web-research-2026-08-09,yes
3545,MICHAEL BASCH FOR NYC MAYOR 2017,5,929.0,nyboe,not_in_fec_master,,,,96.86,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3546,ERIC DINOWITZ FOR COUNCIL,5,1092.0,nyboe,not_in_fec_master,,,,96.87,DEM,false,false,high,Eric Dinowitz is the Democratic New York City Council member for the northwest Bronx,,candidate,false,web-research-2026-08-09,yes
3547,MATTHEW BONDY FOR CIVIL COURT,5,1019.52,nyboe,not_in_fec_master,,,,96.87,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3548,MARISA ARRABITO FOR CIVIL COURT JUDGE,5,1225.0,nyboe,not_in_fec_master,,,,96.87,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3549,MARIA ORDONEZ FOR NEW YORK,5,141.0,nyboe,not_in_fec_master,,,,96.87,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3550,COMMITTEE TO ELECT JUDGE ROBERT SPERGEL TO COUNTY COURT,5,2050.0,nyboe,not_in_fec_master,,,,96.87,,false,false,medium,Judicial campaign committee and Nassau/Suffolk and downstate judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
3551,FRIENDS OF TOM LAMBERT,5,1100.0,nyboe,not_in_fec_master,,,,96.88,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3552,MIKE CONIGLIARO 2022,5,500.0,nyboe,not_in_fec_master,,,,96.88,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3553,METROPOLITAN FUNERAL DIRECTORS PAC,5,1700.0,nyboe,not_in_fec_master,,,,96.88,,false,true,high,Trade association PAC of funeral directors which is an employer industry group funding incumbents of both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
3554,COMMITTEE TO ELECT KATE CHRISTOFORATOS,5,1450.0,nyboe,not_in_fec_master,,,,96.88,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3555,FRIENDS OF JAMIE FLAHERTY CHENEY,5,6300.0,nyboe,not_in_fec_master,,,,96.89,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3556,FRIENDS OF CORBETT,5,385.0,nyboe,not_in_fec_master,,,,96.89,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3557,RON KIM FOR NYC,5,2250.0,nyboe,not_in_fec_master,,,,96.89,DEM,false,false,high,Ron Kim is the Democratic New York State Assemblymember for Flushing Queens,,candidate,false,web-research-2026-08-09,yes
3558,ALSOBROOKS VICTORY FUND,5,4550.0,fec,in_master_no_party,N,,NONE,96.89,DEM,false,false,high,Joint fundraising committee for Angela Alsobrooks the Democratic United States Senator from Maryland,,joint_fundraising,false,web-research-2026-08-09,yes
3559,FRIENDS OF JOSEPH RUGGIERO,5,1850.0,nyboe,not_in_fec_master,,,,96.89,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3560,GEORGE BUSH FOR PRESIDENT,5,4000.0,fec,not_in_fec_master,,,,96.9,REP,false,false,high,Presidential campaign committee of George Bush who ran as a Republican,,candidate,false,web-research-2026-08-09,yes
3561,WASTE MANAGEMENT EMPLOYEES BETTER GOVERNMENT FUND,5,110.0,fec,in_master_no_party,Q,C,WASTE MANAGEMENT,96.9,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (fec:org_tp=corporate),yes
3562,FRIENDS OF MARIE ADAM-OVIDE FOR COUNCIL 31,5,300.0,nyboe,not_in_fec_master,,,,96.9,DEM,false,false,medium,Marie Adam-Ovide ran in the Democratic primary for New York City Council district 31 in Queens,,candidate,false,web-research-2026-08-09,yes
3563,SHIRLEY PATTERSON FOR ASSEMBLY,5,2965.0,nyboe,not_in_fec_master,,,,96.9,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,false,web-research-2026-08-09,yes
3564,FRIENDS OF JON RIVERA,5,2700.0,nyboe,not_in_fec_master,,,,96.9,DEM,false,false,medium,Jon Rivera is the Democratic New York State Assemblymember for the Buffalo area,,candidate,false,web-research-2026-08-09,yes
